home_team,away_team,date,deflections,charges_drawn,screen_assists,loose_balls_recovered,box_outs,pts_off_tov,second_chance_pts,fastbreak_pts,pts_in_paint,distance_run,hocket_assists,total_passes
MEM,SAC,2020-02-28,34,0,12,14,23,26.0,17.0,42.0,106.0,36.16,9,577
PHO,DET,2020-02-28,27,0,26,14,33,40.0,24.0,24.0,118.0,35.41,4,538
UTA,WAS,2020-02-28,27,0,20,22,42,26.0,31.0,20.0,96.0,36.3,8,571
LAC,DEN,2020-02-28,29,3,20,15,24,40.0,39.0,25.0,98.0,35.11,10,602
NYK,CHI,2020-02-29,36,0,9,15,36,36.0,51.0,11.0,116.0,35.82,2,577
MIA,BKN,2020-02-29,15,2,22,10,37,13.0,39.0,10.0,92.0,35.36,7,585
ATL,POR,2020-02-29,16,1,19,8,26,44.0,34.0,42.0,100.0,35.06,6,531
CLE,IND,2020-02-29,45,2,30,10,21,32.0,12.0,32.0,122.0,35.120000000000005,8,591
MEM,LAL,2020-02-29,28,3,27,22,31,38.0,28.0,25.0,90.0,34.5,8,599
BOS,HOU,2020-02-29,34,3,6,14,37,29.0,21.0,32.0,94.0,36.879999999999995,5,524
SAS,ORL,2020-02-29,26,1,25,13,17,39.0,15.0,33.0,90.0,36.41,4,568
PHO,GSW,2020-02-29,32,0,12,13,22,32.0,36.0,20.0,92.0,36.43000000000001,10,586
CHO,MIL,2020-03-01,36,2,19,18,47,27.0,29.0,19.0,94.0,35.879999999999995,8,600
MIN,DAL,2020-03-01,33,2,15,13,24,29.0,26.0,29.0,84.0,35.72,9,599
LAC,PHI,2020-03-01,26,2,33,18,36,36.0,29.0,25.0,102.0,35.29,5,527
SAC,DET,2020-03-01,24,0,21,12,35,26.0,26.0,29.0,82.0,35.91,4,559
DEN,TOR,2020-03-01,25,4,10,12,28,39.0,22.0,25.0,116.0,34.51,16,580
NOP,LAL,2020-03-01,28,1,10,11,35,26.0,27.0,55.0,124.0,36.36,6,594
GSW,WAS,2020-03-01,28,1,17,14,21,43.0,21.0,35.0,92.0,37.03,3,591
NYK,HOU,2020-03-02,20,2,11,17,27,38.0,33.0,19.0,100.0,35.35,8,561
ORL,POR,2020-03-02,27,1,36,12,30,17.0,28.0,29.0,72.0,35.239999999999995,6,526
CLE,UTA,2020-03-02,27,1,24,14,48,29.0,24.0,25.0,92.0,34.86,3,576
ATL,MEM,2020-03-02,30,0,12,15,23,31.0,40.0,21.0,96.0,36.7,7,602
MIA,MIL,2020-03-02,21,2,15,9,32,22.0,21.0,13.0,76.0,34.58,7,581
CHI,DAL,2020-03-02,38,2,21,11,36,31.0,33.0,15.0,110.0,35.78,8,575
SAS,IND,2020-03-02,31,2,18,17,28,39.0,12.0,24.0,84.0,34.5,3,574
CHO,SAS,2020-03-03,29,1,12,15,31,33.0,24.0,17.0,84.0,35.43,8,594
BOS,BKN,2020-03-03,24,2,29,17,41,36.0,46.0,19.0,104.0,38.72,4,638
OKC,LAC,2020-03-03,30,1,25,10,13,39.0,13.0,13.0,76.0,34.66,5,513
NOP,MIN,2020-03-03,37,2,20,13,31,41.0,37.0,48.0,140.0,37.32,7,644
DEN,GSW,2020-03-03,27,2,15,10,27,39.0,33.0,16.0,104.0,35.16,5,611
PHO,TOR,2020-03-03,32,0,12,14,18,40.0,19.0,40.0,90.0,36.980000000000004,5,574
LAL,PHI,2020-03-03,38,0,17,14,34,43.0,28.0,48.0,96.0,35.129999999999995,11,601
SAC,WAS,2020-03-03,37,1,14,23,30,44.0,13.0,39.0,110.0,37.55,6,562
CLE,BOS,2020-03-04,29,0,17,19,41,29.0,32.0,20.0,92.0,34.09,4,578
MIL,IND,2020-03-04,30,0,28,14,31,50.0,20.0,51.0,100.0,38.05,5,599
DET,OKC,2020-03-04,27,0,25,11,21,47.0,18.0,16.0,98.0,34.57,7,566
BKN,MEM,2020-03-04,27,1,17,22,52,26.0,31.0,41.0,82.0,34.5,5,584
MIA,ORL,2020-03-04,30,0,17,17,15,33.0,13.0,31.0,88.0,34.56,8,576
NYK,UTA,2020-03-04,20,2,24,14,33,29.0,21.0,9.0,116.0,34.989999999999995,2,597
MIN,CHI,2020-03-04,31,1,22,8,29,41.0,27.0,17.0,90.0,36.0,5,603
DAL,NOP,2020-03-04,21,0,15,10,44,31.0,30.0,21.0,86.0,0.0,0,0
POR,WAS,2020-03-04,34,2,19,17,19,26.0,24.0,33.0,96.0,35.53,1,580
CHO,DEN,2020-03-05,29,0,15,11,24,33.0,31.0,25.0,100.0,35.29,5,626
HOU,LAC,2020-03-05,17,0,11,14,30,33.0,36.0,39.0,98.0,35.42,3,514
SAC,PHI,2020-03-05,21,2,22,18,28,38.0,17.0,27.0,108.0,34.9,8,556
GSW,TOR,2020-03-05,19,1,15,11,33,30.0,21.0,48.0,82.0,37.53,8,630
WAS,ATL,2020-03-06,31,3,14,13,29,36.0,22.0,35.0,94.0,36.290000000000006,4,616
NYK,OKC,2020-03-06,37,0,11,12,28,17.0,35.0,13.0,122.0,34.31,5,550
BKN,SAS,2020-03-06,15,2,25,8,39,19.0,25.0,27.0,114.0,36.83,5,535
CHI,IND,2020-03-06,35,1,14,19,29,46.0,24.0,34.0,104.0,36.68,1,607
NOP,MIA,2020-03-06,31,0,15,10,29,38.0,31.0,39.0,88.0,36.84,9,668
MIN,ORL,2020-03-06,32,1,26,15,26,24.0,22.0,23.0,132.0,36.620000000000005,7,549
BOS,UTA,2020-03-06,28,3,21,13,36,28.0,27.0,24.0,72.0,34.120000000000005,3,583
DAL,MEM,2020-03-06,25,0,26,18,37,38.0,29.0,43.0,98.0,35.14,8,575
PHO,POR,2020-03-06,31,2,17,13,21,46.0,29.0,37.0,90.0,34.95,5,519
LAL,MIL,2020-03-06,28,5,12,13,34,37.0,12.0,47.0,96.0,36.760000000000005,8,545
CHO,HOU,2020-03-07,29,3,8,10,36,45.0,15.0,21.0,80.0,33.93,3,574
DET,UTA,2020-03-07,32,1,16,16,31,23.0,28.0,23.0,114.0,34.83,2,573
CLE,DEN,2020-03-07,39,4,15,21,18,45.0,18.0,28.0,88.0,33.8,9,580
MEM,ATL,2020-03-07,38,1,13,14,45,32.0,30.0,38.0,84.0,36.21,8,595
GSW,PHI,2020-03-07,20,1,28,11,45,27.0,23.0,14.0,112.0,35.26,11,619
POR,SAC,2020-03-07,29,0,14,13,28,31.0,26.0,36.0,86.0,35.37,6,523
BKN,CHI,2020-03-08,28,2,30,16,35,34.0,9.0,25.0,88.0,35.95,1,586
LAC,LAL,2020-03-08,29,4,21,14,56,40.0,31.0,26.0,82.0,34.3,4,491
MIN,NOP,2020-03-08,37,2,14,20,39,44.0,14.0,35.0,124.0,37.629999999999995,8,649
PHO,MIL,2020-03-08,28,1,22,15,26,35.0,23.0,24.0,108.0,36.43,8,547
BOS,OKC,2020-03-08,33,4,22,17,28,36.0,23.0,36.0,54.0,35.07,1,539
DAL,IND,2020-03-08,26,1,28,10,45,13.0,12.0,38.0,108.0,35.9,7,555
WAS,MIA,2020-03-08,36,0,18,21,43,39.0,7.0,18.0,50.0,35.05,6,592
HOU,ORL,2020-03-08,25,1,10,21,39,47.0,31.0,27.0,110.0,35.05,7,511
NYK,DET,2020-03-08,29,0,12,14,42,25.0,26.0,12.0,86.0,34.980000000000004,3,607
CLE,SAS,2020-03-08,28,1,15,14,23,30.0,34.0,26.0,104.0,39.97,5,566
SAC,TOR,2020-03-08,30,1,18,10,32,28.0,19.0,40.0,96.0,0.0,0,0
ATL,CHO,2020-03-09,31,2,27,17,37,25.0,26.0,18.0,108.0,41.64,9,696
DEN,MIL,2020-03-09,23,2,15,13,14,33.0,23.0,32.0,62.0,35.519999999999996,11,604
UTA,TOR,2020-03-09,29,1,18,11,28,32.0,22.0,29.0,74.0,33.59,7,565
IND,BOS,2020-03-10,32,0,20,12,28,29.0,35.0,28.0,104.0,35.13,6,565
WAS,NYK,2020-03-10,37,1,13,14,34,50.0,29.0,19.0,88.0,36.959999999999994,3,611
CHI,CLE,2020-03-10,38,1,20,18,23,52.0,31.0,22.0,122.0,35.1,0,563
SAS,DAL,2020-03-10,22,0,24,16,19,40.0,29.0,31.0,72.0,34.86,9,539
HOU,MIN,2020-03-10,34,2,11,14,32,38.0,14.0,30.0,96.0,34.010000000000005,8,536
MEM,ORL,2020-03-10,33,5,23,11,32,43.0,31.0,27.0,98.0,35.94,5,578
POR,PHO,2020-03-10,30,0,19,15,28,27.0,21.0,27.0,74.0,35.239999999999995,10,482
LAL,BKN,2020-03-10,27,0,13,16,37,34.0,22.0,32.0,78.0,34.48,8,516
GSW,LAC,2020-03-10,19,0,26,5,16,36.0,21.0,27.0,86.0,36.14,11,612
PHI,DET,2020-03-11,33,0,16,19,34,27.0,27.0,24.0,98.0,35.150000000000006,5,558
MIA,CHO,2020-03-11,25,1,9,20,26,37.0,26.0,24.0,82.0,34.41,5,649
ATL,NYK,2020-03-11,35,0,16,20,38,37.0,27.0,41.0,120.0,40.1,12,643
DAL,DEN,2020-03-11,20,1,12,10,19,30.0,20.0,34.0,98.0,34.22,4,548
NOP,UTA,2020-07-30,32,3,29,10,47,34.0,39.0,14.0,104.0,37.04,4,575
LAL,LAC,2020-07-30,20,2,22,8,49,43.0,15.0,17.0,64.0,35.24,2,522
BKN,ORL,2020-07-31,16,0,27,15,45,22.0,20.0,15.0,94.0,36.89,8,591
POR,MEM,2020-07-31,39,1,30,25,43,38.0,31.0,26.0,104.0,39.71,7,620
WAS,PHO,2020-07-31,31,2,24,15,31,47.0,16.0,41.0,98.0,38.14,2,595
MIL,BOS,2020-07-31,23,2,15,23,49,40.0,15.0,34.0,86.0,36.49,1,547
SAS,SAC,2020-07-31,30,5,32,25,27,41.0,23.0,39.0,112.0,37.82,5,565
DAL,HOU,2020-07-31,37,3,9,12,21,30.0,35.0,27.0,108.0,38.400000000000006,12,556
DEN,MIA,2020-08-01,31,2,19,10,40,52.0,26.0,21.0,100.0,35.97,5,642
OKC,UTA,2020-08-01,24,0,20,10,48,37.0,21.0,26.0,96.0,35.11,6,544
LAC,NOP,2020-08-01,23,1,21,10,40,55.0,28.0,8.0,66.0,37.379999999999995,7,619
IND,PHI,2020-08-01,30,2,22,16,16,43.0,37.0,28.0,112.0,36.15,4,549
TOR,LAL,2020-08-01,31,4,10,19,29,32.0,16.0,28.0,74.0,35.0,7,620
BKN,WAS,2020-08-02,25,2,23,19,64,35.0,14.0,24.0,94.0,36.900000000000006,5,620
BOS,POR,2020-08-02,25,0,23,16,43,32.0,25.0,23.0,78.0,34.67,5,543
MEM,SAS,2020-08-02,37,3,22,14,27,35.0,14.0,14.0,92.0,37.25,4,572
ORL,SAC,2020-08-02,38,2,22,14,31,48.0,26.0,23.0,94.0,37.58,7,571
HOU,MIL,2020-08-02,30,4,9,21,32,47.0,37.0,25.0,78.0,35.53,5,502
PHO,DAL,2020-08-02,23,1,18,16,34,17.0,22.0,24.0,100.0,37.03,4,526
MIA,TOR,2020-08-03,35,2,9,15,28,32.0,20.0,28.0,58.0,34.85,10,618
OKC,DEN,2020-08-03,21,0,23,14,27,35.0,22.0,24.0,78.0,38.8,8,637
WAS,IND,2020-08-03,25,0,23,9,24,34.0,29.0,29.0,106.0,36.18,2,606
NOP,MEM,2020-08-03,29,2,12,20,42,28.0,21.0,30.0,90.0,36.519999999999996,7,635
PHI,SAS,2020-08-03,24,3,23,19,40,29.0,34.0,16.0,98.0,37.18,9,543
UTA,LAL,2020-08-03,32,0,17,15,56,38.0,18.0,28.0,102.0,35.769999999999996,7,594
MIL,BKN,2020-08-04,19,2,17,9,29,34.0,18.0,38.0,80.0,36.730000000000004,9,644
SAC,DAL,2020-08-04,22,0,14,6,46,23.0,33.0,12.0,78.0,39.89,5,616
LAC,PHO,2020-08-04,23,1,23,8,26,17.0,22.0,22.0,84.0,36.0,2,538
IND,ORL,2020-08-04,21,2,13,4,35,35.0,18.0,26.0,96.0,35.58,9,549
MIA,BOS,2020-08-04,31,3,14,21,37,36.0,43.0,7.0,82.0,35.25,6,596
POR,HOU,2020-08-04,33,1,7,13,41,20.0,22.0,25.0,72.0,33.94,6,496
UTA,MEM,2020-08-05,19,2,22,10,40,38.0,27.0,11.0,92.0,36.849999999999994,3,605
SAS,DEN,2020-08-05,21,2,14,11,31,32.0,34.0,18.0,112.0,37.09,7,603
WAS,PHI,2020-08-05,28,0,18,20,38,23.0,19.0,16.0,82.0,36.46,6,560
LAL,OKC,2020-08-05,32,1,15,21,37,30.0,17.0,31.0,90.0,35.620000000000005,2,512
ORL,TOR,2020-08-05,29,2,12,14,41,21.0,13.0,29.0,90.0,36.14,11,628
BOS,BKN,2020-08-05,29,2,25,19,43,34.0,23.0,24.0,120.0,36.57,8,564
SAC,NOP,2020-08-06,23,2,36,14,35,35.0,30.0,6.0,110.0,37.129999999999995,2,606
PHO,IND,2020-08-06,30,0,18,13,32,36.0,13.0,23.0,96.0,36.55,6,562
MIL,MIA,2020-08-06,22,1,17,10,24,53.0,18.0,31.0,58.0,36.83,3,610
DAL,LAC,2020-08-06,25,0,29,19,39,13.0,32.0,5.0,94.0,35.0,8,533
DEN,POR,2020-08-06,29,0,10,9,31,38.0,18.0,11.0,84.0,34.05,6,542
HOU,LAL,2020-08-06,41,2,5,8,35,53.0,27.0,22.0,88.0,34.769999999999996,8,563
SAS,UTA,2020-08-07,27,1,22,20,34,26.0,12.0,19.0,98.0,37.629999999999995,3,540
MEM,OKC,2020-08-07,27,2,24,14,36,26.0,28.0,16.0,92.0,35.04,6,575
BKN,SAC,2020-08-07,24,1,28,16,28,32.0,28.0,10.0,78.0,36.349999999999994,4,592
PHI,ORL,2020-08-07,25,2,28,16,47,15.0,34.0,18.0,102.0,35.57,5,518
NOP,WAS,2020-08-07,43,1,20,9,31,40.0,26.0,43.0,92.0,37.84,10,645
TOR,BOS,2020-08-07,38,2,17,9,32,37.0,21.0,32.0,104.0,36.09,8,619
POR,LAC,2020-08-08,24,3,29,14,40,29.0,35.0,14.0,84.0,34.510000000000005,10,533
DEN,UTA,2020-08-08,24,2,27,18,63,38.0,32.0,28.0,108.0,42.55,9,729
IND,LAL,2020-08-08,33,1,24,10,29,41.0,30.0,37.0,106.0,35.57,7,574
MIA,PHO,2020-08-08,26,3,20,12,43,25.0,27.0,34.0,106.0,36.72,5,606
DAL,MIL,2020-08-08,16,1,19,19,40,25.0,28.0,35.0,102.0,39.43000000000001,6,620
OKC,WAS,2020-08-09,26,0,11,11,34,29.0,30.0,23.0,90.0,35.79,4,658
TOR,MEM,2020-08-09,33,4,13,21,33,42.0,23.0,19.0,74.0,36.040000000000006,5,626
NOP,SAS,2020-08-09,26,3,26,21,36,51.0,42.0,26.0,90.0,38.28,10,577
BOS,ORL,2020-08-09,30,0,20,11,25,39.0,34.0,28.0,98.0,40.04,2,641
POR,PHI,2020-08-09,35,0,29,11,40,23.0,31.0,18.0,106.0,35.4,5,466
SAC,HOU,2020-08-09,32,2,10,18,25,36.0,11.0,20.0,108.0,36.75,5,558
LAC,BKN,2020-08-09,30,1,12,9,38,33.0,30.0,33.0,96.0,35.9,9,585
PHO,OKC,2020-08-10,40,4,12,14,33,44.0,27.0,36.0,72.0,36.43,7,548
UTA,DAL,2020-08-10,21,0,29,7,30,32.0,30.0,17.0,86.0,35.9,6,629
MIL,TOR,2020-08-10,28,1,24,20,47,39.0,31.0,18.0,76.0,37.239999999999995,8,629
MIA,IND,2020-08-10,26,1,18,22,25,30.0,41.0,24.0,96.0,36.11,6,551
LAL,DEN,2020-08-10,23,0,15,12,33,35.0,34.0,25.0,110.0,33.71,8,589
ORL,BKN,2020-08-11,28,1,15,8,31,31.0,20.0,27.0,80.0,36.67,6,530
SAS,HOU,2020-08-11,31,3,12,12,23,56.0,21.0,26.0,90.0,37.24,10,546
PHI,PHO,2020-08-11,15,0,27,8,33,30.0,30.0,18.0,120.0,35.19,4,516
MEM,BOS,2020-08-11,24,0,14,23,29,22.0,29.0,20.0,84.0,35.370000000000005,4,601
DAL,POR,2020-08-11,26,0,28,10,47,31.0,22.0,17.0,86.0,35.41,4,519
WAS,MIL,2020-08-11,18,2,21,11,43,26.0,24.0,23.0,86.0,37.78,5,659
SAC,NOP,2020-08-11,29,2,15,6,13,37.0,24.0,20.0,116.0,36.0,6,631
HOU,IND,2020-08-12,26,4,5,14,22,45.0,31.0,23.0,78.0,35.980000000000004,6,518
PHI,TOR,2020-08-12,26,0,16,21,57,27.0,25.0,25.0,76.0,37.31,6,597
OKC,MIA,2020-08-12,32,1,20,16,35,31.0,28.0,19.0,78.0,36.480000000000004,10,586
DEN,LAC,2020-08-12,30,0,17,10,24,29.0,26.0,21.0,94.0,35.6,9,575
