home_team,away_team,date,home_team_box,away_team_box,pt20_scorers,pt30_scorers,pt40_scorers,pt50_scorers
NOP,PHO,2019-12-05,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '44', 'FGA': '87', 'FG%': '.506', '3P': '17', '3PA': '41', '3P%': '.415', 'FT': '27', 'FTA': '35', 'FT%': '.771', 'ORB': '6', 'DRB': '34', 'TRB': '40', 'AST': '27', 'STL': '13', 'BLK': '9', 'TOV': '23', 'PF': '29', 'PTS': '132', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '50', 'FGA': '106', 'FG%': '.472', '3P': '14', '3PA': '36', '3P%': '.389', 'FT': '25', 'FTA': '27', 'FT%': '.926', 'ORB': '19', 'DRB': '32', 'TRB': '51', 'AST': '30', 'STL': '16', 'BLK': '6', 'TOV': '18', 'PF': '29', 'PTS': '139', '+/-': nan}",4,1,1,0
DET,IND,2019-12-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '87', 'FG%': '.448', '3P': '11', '3PA': '25', '3P%': '.440', 'FT': '19', 'FTA': '26', 'FT%': '.731', 'ORB': '14', 'DRB': '37', 'TRB': '51', 'AST': '21', 'STL': '7', 'BLK': '5', 'TOV': '17', 'PF': '17', 'PTS': '108', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '83', 'FG%': '.458', '3P': '9', '3PA': '24', '3P%': '.375', 'FT': '16', 'FTA': '20', 'FT%': '.800', 'ORB': '5', 'DRB': '28', 'TRB': '33', 'AST': '24', 'STL': '8', 'BLK': '9', 'TOV': '11', 'PF': '18', 'PTS': '101', '+/-': nan}",4,0,0,0
CLE,ORL,2019-12-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '83', 'FG%': '.422', '3P': '10', '3PA': '34', '3P%': '.294', 'FT': '7', 'FTA': '10', 'FT%': '.700', 'ORB': '10', 'DRB': '35', 'TRB': '45', 'AST': '22', 'STL': '9', 'BLK': '7', 'TOV': '16', 'PF': '19', 'PTS': '87', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '32', 'FGA': '82', 'FG%': '.390', '3P': '9', '3PA': '26', '3P%': '.346', 'FT': '20', 'FTA': '23', 'FT%': '.870', 'ORB': '10', 'DRB': '33', 'TRB': '43', 'AST': '19', 'STL': '10', 'BLK': '9', 'TOV': '17', 'PF': '13', 'PTS': '93', '+/-': nan}",1,0,0,0
BOS,DEN,2019-12-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '82', 'FG%': '.537', '3P': '13', '3PA': '35', '3P%': '.371', 'FT': '7', 'FTA': '8', 'FT%': '.875', 'ORB': '4', 'DRB': '33', 'TRB': '37', 'AST': '21', 'STL': '5', 'BLK': '5', 'TOV': '15', 'PF': '23', 'PTS': '108', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '94', 'FG%': '.415', '3P': '5', '3PA': '30', '3P%': '.167', 'FT': '12', 'FTA': '15', 'FT%': '.800', 'ORB': '12', 'DRB': '29', 'TRB': '41', 'AST': '18', 'STL': '5', 'BLK': '4', 'TOV': '12', 'PF': '15', 'PTS': '95', '+/-': nan}",3,0,0,0
CHI,GSW,2019-12-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '88', 'FG%': '.443', '3P': '17', '3PA': '41', '3P%': '.415', 'FT': '3', 'FTA': '5', 'FT%': '.600', 'ORB': '10', 'DRB': '27', 'TRB': '37', 'AST': '21', 'STL': '11', 'BLK': '2', 'TOV': '14', 'PF': '20', 'PTS': '98', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '71', 'FG%': '.535', '3P': '9', '3PA': '24', '3P%': '.375', 'FT': '15', 'FTA': '22', 'FT%': '.682', 'ORB': '6', 'DRB': '33', 'TRB': '39', 'AST': '24', 'STL': '9', 'BLK': '4', 'TOV': '19', 'PF': '19', 'PTS': '100', '+/-': nan}",1,0,0,0
OKC,MIN,2019-12-06,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '49', 'FGA': '88', 'FG%': '.557', '3P': '5', '3PA': '18', '3P%': '.278', 'FT': '36', 'FTA': '40', 'FT%': '.900', 'ORB': '9', 'DRB': '30', 'TRB': '39', 'AST': '19', 'STL': '8', 'BLK': '9', 'TOV': '10', 'PF': '20', 'PTS': '139', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '50', 'FGA': '96', 'FG%': '.521', '3P': '13', '3PA': '38', '3P%': '.342', 'FT': '14', 'FTA': '20', 'FT%': '.700', 'ORB': '10', 'DRB': '26', 'TRB': '36', 'AST': '25', 'STL': '8', 'BLK': '2', 'TOV': '13', 'PF': '29', 'PTS': '127', '+/-': nan}",7,1,0,0
MIA,WAS,2019-12-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '86', 'FG%': '.488', '3P': '10', '3PA': '28', '3P%': '.357', 'FT': '18', 'FTA': '24', 'FT%': '.750', 'ORB': '11', 'DRB': '39', 'TRB': '50', 'AST': '28', 'STL': '6', 'BLK': '7', 'TOV': '12', 'PF': '13', 'PTS': '112', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '91', 'FG%': '.429', '3P': '12', '3PA': '39', '3P%': '.308', 'FT': '13', 'FTA': '14', 'FT%': '.929', 'ORB': '9', 'DRB': '30', 'TRB': '39', 'AST': '29', 'STL': '6', 'BLK': '4', 'TOV': '11', 'PF': '20', 'PTS': '103', '+/-': nan}",4,0,0,0
MIL,LAC,2019-12-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '94', 'FG%': '.468', '3P': '14', '3PA': '36', '3P%': '.389', 'FT': '17', 'FTA': '21', 'FT%': '.810', 'ORB': '13', 'DRB': '40', 'TRB': '53', 'AST': '29', 'STL': '11', 'BLK': '6', 'TOV': '15', 'PF': '23', 'PTS': '119', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '33', 'FGA': '94', 'FG%': '.351', '3P': '8', '3PA': '32', '3P%': '.250', 'FT': '17', 'FTA': '19', 'FT%': '.895', 'ORB': '12', 'DRB': '36', 'TRB': '48', 'AST': '18', 'STL': '9', 'BLK': '4', 'TOV': '21', 'PF': '19', 'PTS': '91', '+/-': nan}",1,0,0,0
SAS,SAC,2019-12-06,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '41', 'FGA': '96', 'FG%': '.427', '3P': '11', '3PA': '32', '3P%': '.344', 'FT': '12', 'FTA': '17', 'FT%': '.706', 'ORB': '13', 'DRB': '39', 'TRB': '52', 'AST': '25', 'STL': '10', 'BLK': '5', 'TOV': '16', 'PF': '16', 'PTS': '105', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '40', 'FGA': '102', 'FG%': '.392', '3P': '9', '3PA': '34', '3P%': '.265', 'FT': '15', 'FTA': '18', 'FT%': '.833', 'ORB': '16', 'DRB': '36', 'TRB': '52', 'AST': '19', 'STL': '10', 'BLK': '3', 'TOV': '14', 'PF': '20', 'PTS': '104', '+/-': nan}",2,0,0,0
POR,LAL,2019-12-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '86', 'FG%': '.453', '3P': '10', '3PA': '34', '3P%': '.294', 'FT': '25', 'FTA': '29', 'FT%': '.862', 'ORB': '4', 'DRB': '30', 'TRB': '34', 'AST': '20', 'STL': '9', 'BLK': '4', 'TOV': '15', 'PF': '25', 'PTS': '113', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '85', 'FG%': '.541', '3P': '17', '3PA': '36', '3P%': '.472', 'FT': '27', 'FTA': '33', 'FT%': '.818', 'ORB': '3', 'DRB': '42', 'TRB': '45', 'AST': '26', 'STL': '10', 'BLK': '8', 'TOV': '16', 'PF': '23', 'PTS': '136', '+/-': nan}",3,2,0,0
DAL,NOP,2019-12-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '86', 'FG%': '.535', '3P': '13', '3PA': '38', '3P%': '.342', 'FT': '25', 'FTA': '31', 'FT%': '.806', 'ORB': '8', 'DRB': '47', 'TRB': '55', 'AST': '25', 'STL': '8', 'BLK': '4', 'TOV': '12', 'PF': '17', 'PTS': '130', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '32', 'FGA': '89', 'FG%': '.360', '3P': '3', '3PA': '32', '3P%': '.094', 'FT': '17', 'FTA': '21', 'FT%': '.810', 'ORB': '8', 'DRB': '26', 'TRB': '34', 'AST': '17', 'STL': '4', 'BLK': '2', 'TOV': '14', 'PF': '23', 'PTS': '84', '+/-': nan}",1,0,0,0
PHI,CLE,2019-12-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '57', 'FGA': '90', 'FG%': '.633', '3P': '11', '3PA': '26', '3P%': '.423', 'FT': '16', 'FTA': '23', 'FT%': '.696', 'ORB': '10', 'DRB': '41', 'TRB': '51', 'AST': '43', 'STL': '13', 'BLK': '8', 'TOV': '8', 'PF': '16', 'PTS': '141', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '96', 'FG%': '.375', '3P': '9', '3PA': '35', '3P%': '.257', 'FT': '13', 'FTA': '17', 'FT%': '.765', 'ORB': '11', 'DRB': '24', 'TRB': '35', 'AST': '20', 'STL': '4', 'BLK': '0', 'TOV': '17', 'PF': '17', 'PTS': '94', '+/-': nan}",3,1,0,0
NYK,IND,2019-12-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '96', 'FG%': '.406', '3P': '10', '3PA': '31', '3P%': '.323', 'FT': '15', 'FTA': '21', 'FT%': '.714', 'ORB': '15', 'DRB': '37', 'TRB': '52', 'AST': '24', 'STL': '11', 'BLK': '6', 'TOV': '11', 'PF': '14', 'PTS': '103', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '85', 'FG%': '.482', '3P': '12', '3PA': '28', '3P%': '.429', 'FT': '10', 'FTA': '13', 'FT%': '.769', 'ORB': '5', 'DRB': '37', 'TRB': '42', 'AST': '26', 'STL': '7', 'BLK': '9', 'TOV': '16', 'PF': '17', 'PTS': '104', '+/-': nan}",2,0,0,0
HOU,PHO,2019-12-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '91', 'FG%': '.451', '3P': '11', '3PA': '40', '3P%': '.275', 'FT': '22', 'FTA': '30', 'FT%': '.733', 'ORB': '10', 'DRB': '41', 'TRB': '51', 'AST': '21', 'STL': '10', 'BLK': '7', 'TOV': '15', 'PF': '28', 'PTS': '115', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '96', 'FG%': '.417', '3P': '11', '3PA': '35', '3P%': '.314', 'FT': '18', 'FTA': '28', 'FT%': '.643', 'ORB': '13', 'DRB': '38', 'TRB': '51', 'AST': '29', 'STL': '4', 'BLK': '3', 'TOV': '15', 'PF': '25', 'PTS': '109', '+/-': nan}",4,2,0,0
UTA,MEM,2019-12-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '80', 'FG%': '.563', '3P': '19', '3PA': '34', '3P%': '.559', 'FT': '17', 'FTA': '18', 'FT%': '.944', 'ORB': '9', 'DRB': '32', 'TRB': '41', 'AST': '32', 'STL': '8', 'BLK': '0', 'TOV': '22', 'PF': '25', 'PTS': '126', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '81', 'FG%': '.531', '3P': '10', '3PA': '35', '3P%': '.286', 'FT': '16', 'FTA': '25', 'FT%': '.640', 'ORB': '5', 'DRB': '23', 'TRB': '28', 'AST': '23', 'STL': '15', 'BLK': '3', 'TOV': '14', 'PF': '19', 'PTS': '112', '+/-': nan}",2,0,0,0
CHO,ATL,2019-12-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '90', 'FG%': '.400', '3P': '11', '3PA': '31', '3P%': '.355', 'FT': '24', 'FTA': '29', 'FT%': '.828', 'ORB': '13', 'DRB': '31', 'TRB': '44', 'AST': '22', 'STL': '8', 'BLK': '3', 'TOV': '11', 'PF': '17', 'PTS': '107', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '91', 'FG%': '.484', '3P': '18', '3PA': '45', '3P%': '.400', 'FT': '16', 'FTA': '17', 'FT%': '.941', 'ORB': '11', 'DRB': '37', 'TRB': '48', 'AST': '28', 'STL': '8', 'BLK': '8', 'TOV': '13', 'PF': '24', 'PTS': '122', '+/-': nan}",1,0,0,0
MIA,CHI,2019-12-08,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '32', 'FGA': '77', 'FG%': '.416', '3P': '11', '3PA': '35', '3P%': '.314', 'FT': '35', 'FTA': '44', 'FT%': '.795', 'ORB': '10', 'DRB': '33', 'TRB': '43', 'AST': '20', 'STL': '9', 'BLK': '2', 'TOV': '17', 'PF': '23', 'PTS': '110', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '35', 'FGA': '80', 'FG%': '.438', '3P': '13', '3PA': '36', '3P%': '.361', 'FT': '22', 'FTA': '27', 'FT%': '.815', 'ORB': '6', 'DRB': '33', 'TRB': '39', 'AST': '20', 'STL': '8', 'BLK': '1', 'TOV': '14', 'PF': '31', 'PTS': '105', '+/-': nan}",4,0,0,0
WAS,LAC,2019-12-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '88', 'FG%': '.455', '3P': '14', '3PA': '33', '3P%': '.424', 'FT': '25', 'FTA': '30', 'FT%': '.833', 'ORB': '8', 'DRB': '30', 'TRB': '38', 'AST': '28', 'STL': '5', 'BLK': '3', 'TOV': '13', 'PF': '22', 'PTS': '119', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '50', 'FGA': '96', 'FG%': '.521', '3P': '15', '3PA': '40', '3P%': '.375', 'FT': '20', 'FTA': '27', 'FT%': '.741', 'ORB': '9', 'DRB': '36', 'TRB': '45', 'AST': '27', 'STL': '8', 'BLK': '4', 'TOV': '10', 'PF': '26', 'PTS': '135', '+/-': nan}",4,1,0,0
PHI,TOR,2019-12-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '79', 'FG%': '.506', '3P': '14', '3PA': '32', '3P%': '.438', 'FT': '16', 'FTA': '21', 'FT%': '.762', 'ORB': '6', 'DRB': '34', 'TRB': '40', 'AST': '31', 'STL': '7', 'BLK': '5', 'TOV': '18', 'PF': '18', 'PTS': '110', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '88', 'FG%': '.432', '3P': '11', '3PA': '33', '3P%': '.333', 'FT': '17', 'FTA': '20', 'FT%': '.850', 'ORB': '13', 'DRB': '29', 'TRB': '42', 'AST': '21', 'STL': '13', 'BLK': '4', 'TOV': '18', 'PF': '22', 'PTS': '104', '+/-': nan}",2,0,0,0
DAL,SAC,2019-12-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '86', 'FG%': '.477', '3P': '17', '3PA': '44', '3P%': '.386', 'FT': '7', 'FTA': '8', 'FT%': '.875', 'ORB': '10', 'DRB': '30', 'TRB': '40', 'AST': '24', 'STL': '3', 'BLK': '1', 'TOV': '12', 'PF': '11', 'PTS': '106', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '85', 'FG%': '.518', '3P': '13', '3PA': '34', '3P%': '.382', 'FT': '9', 'FTA': '11', 'FT%': '.818', 'ORB': '7', 'DRB': '28', 'TRB': '35', 'AST': '24', 'STL': '7', 'BLK': '1', 'TOV': '8', 'PF': '16', 'PTS': '110', '+/-': nan}",4,0,0,0
POR,OKC,2019-12-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '100', 'FG%': '.360', '3P': '9', '3PA': '33', '3P%': '.273', 'FT': '15', 'FTA': '18', 'FT%': '.833', 'ORB': '18', 'DRB': '33', 'TRB': '51', 'AST': '16', 'STL': '7', 'BLK': '8', 'TOV': '8', 'PF': '26', 'PTS': '96', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '85', 'FG%': '.412', '3P': '11', '3PA': '32', '3P%': '.344', 'FT': '27', 'FTA': '34', 'FT%': '.794', 'ORB': '13', 'DRB': '41', 'TRB': '54', 'AST': '12', 'STL': '7', 'BLK': '2', 'TOV': '10', 'PF': '22', 'PTS': '108', '+/-': nan}",3,0,0,0
LAL,MIN,2019-12-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '55', 'FGA': '94', 'FG%': '.585', '3P': '14', '3PA': '31', '3P%': '.452', 'FT': '18', 'FTA': '20', 'FT%': '.900', 'ORB': '10', 'DRB': '31', 'TRB': '41', 'AST': '32', 'STL': '9', 'BLK': '1', 'TOV': '10', 'PF': '19', 'PTS': '142', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '84', 'FG%': '.524', '3P': '15', '3PA': '37', '3P%': '.405', 'FT': '22', 'FTA': '26', 'FT%': '.846', 'ORB': '6', 'DRB': '25', 'TRB': '31', 'AST': '27', 'STL': '5', 'BLK': '6', 'TOV': '15', 'PF': '18', 'PTS': '125', '+/-': nan}",2,2,1,0
IND,LAC,2019-12-09,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '97', 'FG%': '.351', '3P': '10', '3PA': '35', '3P%': '.286', 'FT': '21', 'FTA': '28', 'FT%': '.750', 'ORB': '14', 'DRB': '42', 'TRB': '56', 'AST': '16', 'STL': '7', 'BLK': '3', 'TOV': '13', 'PF': '21', 'PTS': '99', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '97', 'FG%': '.412', '3P': '10', '3PA': '32', '3P%': '.313', 'FT': '20', 'FTA': '27', 'FT%': '.741', 'ORB': '11', 'DRB': '45', 'TRB': '56', 'AST': '19', 'STL': '7', 'BLK': '7', 'TOV': '10', 'PF': '16', 'PTS': '110', '+/-': nan}",2,1,0,0
BOS,CLE,2019-12-09,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '78', 'FG%': '.577', '3P': '15', '3PA': '27', '3P%': '.556', 'FT': '5', 'FTA': '8', 'FT%': '.625', 'ORB': '5', 'DRB': '34', 'TRB': '39', 'AST': '22', 'STL': '8', 'BLK': '9', 'TOV': '18', 'PF': '19', 'PTS': '110', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '91', 'FG%': '.396', '3P': '7', '3PA': '31', '3P%': '.226', 'FT': '9', 'FTA': '19', 'FT%': '.474', 'ORB': '18', 'DRB': '27', 'TRB': '45', 'AST': '18', 'STL': '8', 'BLK': '2', 'TOV': '18', 'PF': '11', 'PTS': '88', '+/-': nan}",1,0,0,0
NOP,DET,2019-12-09,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '91', 'FG%': '.440', '3P': '8', '3PA': '38', '3P%': '.211', 'FT': '15', 'FTA': '22', 'FT%': '.682', 'ORB': '10', 'DRB': '35', 'TRB': '45', 'AST': '24', 'STL': '6', 'BLK': '1', 'TOV': '12', 'PF': '22', 'PTS': '103', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '85', 'FG%': '.424', '3P': '11', '3PA': '35', '3P%': '.314', 'FT': '22', 'FTA': '27', 'FT%': '.815', 'ORB': '10', 'DRB': '36', 'TRB': '46', 'AST': '15', 'STL': '6', 'BLK': '3', 'TOV': '18', 'PF': '20', 'PTS': '105', '+/-': nan}",2,1,0,0
MIL,ORL,2019-12-09,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '92', 'FG%': '.467', '3P': '16', '3PA': '41', '3P%': '.390', 'FT': '8', 'FTA': '15', 'FT%': '.533', 'ORB': '10', 'DRB': '44', 'TRB': '54', 'AST': '30', 'STL': '7', 'BLK': '4', 'TOV': '14', 'PF': '19', 'PTS': '110', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '92', 'FG%': '.380', '3P': '10', '3PA': '31', '3P%': '.323', 'FT': '21', 'FTA': '26', 'FT%': '.808', 'ORB': '9', 'DRB': '35', 'TRB': '44', 'AST': '24', 'STL': '8', 'BLK': '10', 'TOV': '12', 'PF': '18', 'PTS': '101', '+/-': nan}",3,1,0,0
HOU,SAC,2019-12-09,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '84', 'FG%': '.488', '3P': '17', '3PA': '50', '3P%': '.340', 'FT': '19', 'FTA': '23', 'FT%': '.826', 'ORB': '11', 'DRB': '40', 'TRB': '51', 'AST': '25', 'STL': '4', 'BLK': '6', 'TOV': '19', 'PF': '20', 'PTS': '118', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '88', 'FG%': '.455', '3P': '20', '3PA': '45', '3P%': '.444', 'FT': '19', 'FTA': '22', 'FT%': '.864', 'ORB': '9', 'DRB': '28', 'TRB': '37', 'AST': '24', 'STL': '14', 'BLK': '5', 'TOV': '9', 'PF': '17', 'PTS': '119', '+/-': nan}",3,1,0,0
CHI,TOR,2019-12-09,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '89', 'FG%': '.393', '3P': '12', '3PA': '46', '3P%': '.261', 'FT': '10', 'FTA': '14', 'FT%': '.714', 'ORB': '9', 'DRB': '36', 'TRB': '45', 'AST': '30', 'STL': '6', 'BLK': '4', 'TOV': '14', 'PF': '20', 'PTS': '92', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '90', 'FG%': '.378', '3P': '7', '3PA': '29', '3P%': '.241', 'FT': '18', 'FTA': '26', 'FT%': '.692', 'ORB': '14', 'DRB': '40', 'TRB': '54', 'AST': '19', 'STL': '8', 'BLK': '9', 'TOV': '15', 'PF': '12', 'PTS': '93', '+/-': nan}",1,0,0,0
PHO,MIN,2019-12-09,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '47', 'FGA': '95', 'FG%': '.495', '3P': '16', '3PA': '40', '3P%': '.400', 'FT': '15', 'FTA': '19', 'FT%': '.789', 'ORB': '12', 'DRB': '30', 'TRB': '42', 'AST': '31', 'STL': '5', 'BLK': '5', 'TOV': '9', 'PF': '23', 'PTS': '125', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '85', 'FG%': '.471', '3P': '6', '3PA': '22', '3P%': '.273', 'FT': '23', 'FTA': '29', 'FT%': '.793', 'ORB': '11', 'DRB': '34', 'TRB': '45', 'AST': '14', 'STL': '6', 'BLK': '7', 'TOV': '16', 'PF': '23', 'PTS': '109', '+/-': nan}",4,1,0,0
UTA,OKC,2019-12-09,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '89', 'FG%': '.404', '3P': '8', '3PA': '31', '3P%': '.258', 'FT': '10', 'FTA': '12', 'FT%': '.833', 'ORB': '7', 'DRB': '41', 'TRB': '48', 'AST': '19', 'STL': '7', 'BLK': '0', 'TOV': '14', 'PF': '16', 'PTS': '90', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '85', 'FG%': '.471', '3P': '8', '3PA': '28', '3P%': '.286', 'FT': '16', 'FTA': '19', 'FT%': '.842', 'ORB': '2', 'DRB': '44', 'TRB': '46', 'AST': '21', 'STL': '9', 'BLK': '7', 'TOV': '10', 'PF': '20', 'PTS': '104', '+/-': nan}",2,0,0,0
GSW,MEM,2019-12-09,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '93', 'FG%': '.376', '3P': '11', '3PA': '27', '3P%': '.407', 'FT': '21', 'FTA': '25', 'FT%': '.840', 'ORB': '10', 'DRB': '36', 'TRB': '46', 'AST': '23', 'STL': '10', 'BLK': '6', 'TOV': '15', 'PF': '21', 'PTS': '102', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '82', 'FG%': '.500', '3P': '15', '3PA': '40', '3P%': '.375', 'FT': '13', 'FTA': '17', 'FT%': '.765', 'ORB': '1', 'DRB': '41', 'TRB': '42', 'AST': '29', 'STL': '13', 'BLK': '6', 'TOV': '18', 'PF': '20', 'PTS': '110', '+/-': nan}",1,0,0,0
CHO,WAS,2019-12-10,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '85', 'FG%': '.447', '3P': '16', '3PA': '41', '3P%': '.390', 'FT': '22', 'FTA': '28', 'FT%': '.786', 'ORB': '11', 'DRB': '37', 'TRB': '48', 'AST': '22', 'STL': '4', 'BLK': '4', 'TOV': '13', 'PF': '26', 'PTS': '114', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '90', 'FG%': '.422', '3P': '11', '3PA': '35', '3P%': '.314', 'FT': '20', 'FTA': '25', 'FT%': '.800', 'ORB': '13', 'DRB': '32', 'TRB': '45', 'AST': '27', 'STL': '7', 'BLK': '7', 'TOV': '10', 'PF': '24', 'PTS': '107', '+/-': nan}",2,1,0,0
MIA,ATL,2019-12-10,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '53', 'FGA': '103', 'FG%': '.515', '3P': '14', '3PA': '41', '3P%': '.341', 'FT': '15', 'FTA': '22', 'FT%': '.682', 'ORB': '9', 'DRB': '44', 'TRB': '53', 'AST': '35', 'STL': '5', 'BLK': '3', 'TOV': '11', 'PF': '17', 'PTS': '135', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '45', 'FGA': '95', 'FG%': '.474', '3P': '20', '3PA': '54', '3P%': '.370', 'FT': '11', 'FTA': '18', 'FT%': '.611', 'ORB': '4', 'DRB': '33', 'TRB': '37', 'AST': '30', 'STL': '4', 'BLK': '6', 'TOV': '11', 'PF': '23', 'PTS': '121', '+/-': nan}",5,2,0,0
PHI,DEN,2019-12-10,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '89', 'FG%': '.416', '3P': '12', '3PA': '36', '3P%': '.333', 'FT': '11', 'FTA': '16', 'FT%': '.688', 'ORB': '12', 'DRB': '37', 'TRB': '49', 'AST': '24', 'STL': '9', 'BLK': '3', 'TOV': '15', 'PF': '15', 'PTS': '97', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '85', 'FG%': '.435', '3P': '7', '3PA': '27', '3P%': '.259', 'FT': '11', 'FTA': '12', 'FT%': '.917', 'ORB': '5', 'DRB': '33', 'TRB': '38', 'AST': '29', 'STL': '12', 'BLK': '9', 'TOV': '13', 'PF': '14', 'PTS': '92', '+/-': nan}",2,0,0,0
