home_team,away_team,date,home_team_box,away_team_box,pt20_scorers,pt30_scorers,pt40_scorers,pt50_scorers
WAS,DEN,2020-01-04,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '50', 'FGA': '91', 'FG%': '.549', '3P': '6', '3PA': '16', '3P%': '.375', 'FT': '22', 'FTA': '27', 'FT%': '.815', 'ORB': '14', 'DRB': '35', 'TRB': '49', 'AST': '20', 'STL': '5', 'BLK': '6', 'TOV': '11', 'PF': '28', 'PTS': '128', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '87', 'FG%': '.460', '3P': '6', '3PA': '29', '3P%': '.207', 'FT': '28', 'FTA': '34', 'FT%': '.824', 'ORB': '9', 'DRB': '24', 'TRB': '33', 'AST': '18', 'STL': '6', 'BLK': '2', 'TOV': '12', 'PF': '23', 'PTS': '114', '+/-': nan}",3,2,0,0
DAL,CHO,2020-01-04,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '47', 'FGA': '100', 'FG%': '.470', '3P': '15', '3PA': '50', '3P%': '.300', 'FT': '11', 'FTA': '13', 'FT%': '.846', 'ORB': '14', 'DRB': '27', 'TRB': '41', 'AST': '28', 'STL': '7', 'BLK': '4', 'TOV': '10', 'PF': '25', 'PTS': '120', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '42', 'FGA': '85', 'FG%': '.494', '3P': '11', '3PA': '25', '3P%': '.440', 'FT': '28', 'FTA': '31', 'FT%': '.903', 'ORB': '16', 'DRB': '37', 'TRB': '53', 'AST': '27', 'STL': '5', 'BLK': '5', 'TOV': '17', 'PF': '22', 'PTS': '123', '+/-': nan}",4,1,0,0
GSW,DET,2020-01-04,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '33', 'FGA': '82', 'FG%': '.402', '3P': '11', '3PA': '21', '3P%': '.524', 'FT': '27', 'FTA': '32', 'FT%': '.844', 'ORB': '11', 'DRB': '31', 'TRB': '42', 'AST': '26', 'STL': '13', 'BLK': '3', 'TOV': '14', 'PF': '19', 'PTS': '104', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '83', 'FG%': '.518', '3P': '11', '3PA': '27', '3P%': '.407', 'FT': '14', 'FTA': '16', 'FT%': '.875', 'ORB': '9', 'DRB': '37', 'TRB': '46', 'AST': '24', 'STL': '13', 'BLK': '5', 'TOV': '21', 'PF': '25', 'PTS': '111', '+/-': nan}",3,0,0,0
MIL,SAS,2020-01-04,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '87', 'FG%': '.494', '3P': '17', '3PA': '45', '3P%': '.378', 'FT': '24', 'FTA': '33', 'FT%': '.727', 'ORB': '7', 'DRB': '42', 'TRB': '49', 'AST': '23', 'STL': '4', 'BLK': '10', 'TOV': '9', 'PF': '22', 'PTS': '127', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '92', 'FG%': '.413', '3P': '11', '3PA': '32', '3P%': '.344', 'FT': '31', 'FTA': '34', 'FT%': '.912', 'ORB': '11', 'DRB': '39', 'TRB': '50', 'AST': '20', 'STL': '7', 'BLK': '0', 'TOV': '8', 'PF': '20', 'PTS': '118', '+/-': nan}",3,1,0,0
SAC,NOP,2020-01-04,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '85', 'FG%': '.447', '3P': '12', '3PA': '21', '3P%': '.571', 'FT': '27', 'FTA': '36', 'FT%': '.750', 'ORB': '14', 'DRB': '37', 'TRB': '51', 'AST': '20', 'STL': '9', 'BLK': '3', 'TOV': '20', 'PF': '24', 'PTS': '115', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '87', 'FG%': '.437', '3P': '16', '3PA': '45', '3P%': '.356', 'FT': '25', 'FTA': '33', 'FT%': '.758', 'ORB': '9', 'DRB': '35', 'TRB': '44', 'AST': '28', 'STL': '11', 'BLK': '3', 'TOV': '15', 'PF': '25', 'PTS': '117', '+/-': nan}",3,0,0,0
LAC,NYK,2020-01-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '83', 'FG%': '.542', '3P': '18', '3PA': '32', '3P%': '.563', 'FT': '27', 'FTA': '33', 'FT%': '.818', 'ORB': '10', 'DRB': '32', 'TRB': '42', 'AST': '25', 'STL': '4', 'BLK': '3', 'TOV': '19', 'PF': '27', 'PTS': '135', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '48', 'FGA': '84', 'FG%': '.571', '3P': '12', '3PA': '23', '3P%': '.522', 'FT': '24', 'FTA': '37', 'FT%': '.649', 'ORB': '8', 'DRB': '29', 'TRB': '37', 'AST': '22', 'STL': '11', 'BLK': '4', 'TOV': '16', 'PF': '26', 'PTS': '132', '+/-': nan}",5,4,0,0
MIA,POR,2020-01-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '47', 'FGA': '90', 'FG%': '.522', '3P': '18', '3PA': '44', '3P%': '.409', 'FT': '10', 'FTA': '16', 'FT%': '.625', 'ORB': '11', 'DRB': '36', 'TRB': '47', 'AST': '34', 'STL': '4', 'BLK': '5', 'TOV': '10', 'PF': '17', 'PTS': '122', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '87', 'FG%': '.460', '3P': '13', '3PA': '37', '3P%': '.351', 'FT': '18', 'FTA': '20', 'FT%': '.900', 'ORB': '8', 'DRB': '32', 'TRB': '40', 'AST': '21', 'STL': '5', 'BLK': '4', 'TOV': '10', 'PF': '15', 'PTS': '111', '+/-': nan}",3,1,0,0
CLE,MIN,2020-01-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '84', 'FG%': '.476', '3P': '8', '3PA': '25', '3P%': '.320', 'FT': '15', 'FTA': '19', 'FT%': '.789', 'ORB': '12', 'DRB': '32', 'TRB': '44', 'AST': '15', 'STL': '6', 'BLK': '2', 'TOV': '20', 'PF': '13', 'PTS': '103', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '47', 'FGA': '95', 'FG%': '.495', '3P': '14', '3PA': '38', '3P%': '.368', 'FT': '10', 'FTA': '13', 'FT%': '.769', 'ORB': '14', 'DRB': '29', 'TRB': '43', 'AST': '32', 'STL': '16', 'BLK': '8', 'TOV': '16', 'PF': '19', 'PTS': '118', '+/-': nan}",3,0,0,0
PHO,MEM,2020-01-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '95', 'FG%': '.453', '3P': '6', '3PA': '26', '3P%': '.231', 'FT': '22', 'FTA': '26', 'FT%': '.846', 'ORB': '12', 'DRB': '34', 'TRB': '46', 'AST': '25', 'STL': '7', 'BLK': '4', 'TOV': '10', 'PF': '19', 'PTS': '114', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '83', 'FG%': '.542', '3P': '18', '3PA': '42', '3P%': '.429', 'FT': '13', 'FTA': '17', 'FT%': '.765', 'ORB': '3', 'DRB': '39', 'TRB': '42', 'AST': '31', 'STL': '4', 'BLK': '8', 'TOV': '16', 'PF': '22', 'PTS': '121', '+/-': nan}",2,1,0,0
LAL,DET,2020-01-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '92', 'FG%': '.457', '3P': '6', '3PA': '20', '3P%': '.300', 'FT': '16', 'FTA': '23', 'FT%': '.696', 'ORB': '11', 'DRB': '39', 'TRB': '50', 'AST': '23', 'STL': '8', 'BLK': '20', 'TOV': '13', 'PF': '22', 'PTS': '106', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '29', 'FGA': '78', 'FG%': '.372', '3P': '11', '3PA': '26', '3P%': '.423', 'FT': '30', 'FTA': '35', 'FT%': '.857', 'ORB': '6', 'DRB': '37', 'TRB': '43', 'AST': '21', 'STL': '8', 'BLK': '6', 'TOV': '16', 'PF': '22', 'PTS': '99', '+/-': nan}",3,0,0,0
WAS,BOS,2020-01-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '84', 'FG%': '.464', '3P': '7', '3PA': '21', '3P%': '.333', 'FT': '14', 'FTA': '23', 'FT%': '.609', 'ORB': '7', 'DRB': '40', 'TRB': '47', 'AST': '18', 'STL': '8', 'BLK': '9', 'TOV': '14', 'PF': '22', 'PTS': '99', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '33', 'FGA': '95', 'FG%': '.347', '3P': '8', '3PA': '37', '3P%': '.216', 'FT': '20', 'FTA': '26', 'FT%': '.769', 'ORB': '16', 'DRB': '39', 'TRB': '55', 'AST': '17', 'STL': '7', 'BLK': '8', 'TOV': '16', 'PF': '20', 'PTS': '94', '+/-': nan}",2,0,0,0
CHO,IND,2020-01-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '81', 'FG%': '.457', '3P': '10', '3PA': '30', '3P%': '.333', 'FT': '20', 'FTA': '22', 'FT%': '.909', 'ORB': '8', 'DRB': '30', 'TRB': '38', 'AST': '21', 'STL': '3', 'BLK': '3', 'TOV': '11', 'PF': '14', 'PTS': '104', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '47', 'FGA': '89', 'FG%': '.528', '3P': '10', '3PA': '26', '3P%': '.385', 'FT': '11', 'FTA': '14', 'FT%': '.786', 'ORB': '12', 'DRB': '31', 'TRB': '43', 'AST': '31', 'STL': '8', 'BLK': '5', 'TOV': '10', 'PF': '23', 'PTS': '115', '+/-': nan}",3,1,0,0
PHI,OKC,2020-01-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '90', 'FG%': '.511', '3P': '13', '3PA': '26', '3P%': '.500', 'FT': '15', 'FTA': '18', 'FT%': '.833', 'ORB': '9', 'DRB': '33', 'TRB': '42', 'AST': '31', 'STL': '4', 'BLK': '0', 'TOV': '10', 'PF': '28', 'PTS': '120', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '89', 'FG%': '.449', '3P': '12', '3PA': '29', '3P%': '.414', 'FT': '21', 'FTA': '31', 'FT%': '.677', 'ORB': '14', 'DRB': '33', 'TRB': '47', 'AST': '17', 'STL': '3', 'BLK': '3', 'TOV': '12', 'PF': '22', 'PTS': '113', '+/-': nan}",3,0,0,0
ATL,DEN,2020-01-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '77', 'FG%': '.455', '3P': '18', '3PA': '39', '3P%': '.462', 'FT': '27', 'FTA': '32', 'FT%': '.844', 'ORB': '4', 'DRB': '30', 'TRB': '34', 'AST': '24', 'STL': '3', 'BLK': '5', 'TOV': '10', 'PF': '22', 'PTS': '115', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '47', 'FGA': '92', 'FG%': '.511', '3P': '9', '3PA': '27', '3P%': '.333', 'FT': '20', 'FTA': '27', 'FT%': '.741', 'ORB': '7', 'DRB': '34', 'TRB': '41', 'AST': '27', 'STL': '4', 'BLK': '6', 'TOV': '4', 'PF': '23', 'PTS': '123', '+/-': nan}",4,1,1,0
NOP,UTA,2020-01-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '94', 'FG%': '.479', '3P': '12', '3PA': '31', '3P%': '.387', 'FT': '24', 'FTA': '30', 'FT%': '.800', 'ORB': '13', 'DRB': '35', 'TRB': '48', 'AST': '23', 'STL': '4', 'BLK': '5', 'TOV': '6', 'PF': '20', 'PTS': '126', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '90', 'FG%': '.511', '3P': '16', '3PA': '33', '3P%': '.485', 'FT': '20', 'FTA': '24', 'FT%': '.833', 'ORB': '7', 'DRB': '36', 'TRB': '43', 'AST': '19', 'STL': '3', 'BLK': '3', 'TOV': '8', 'PF': '25', 'PTS': '128', '+/-': nan}",5,2,0,0
DAL,CHI,2020-01-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '84', 'FG%': '.524', '3P': '16', '3PA': '41', '3P%': '.390', 'FT': '14', 'FTA': '19', 'FT%': '.737', 'ORB': '11', 'DRB': '32', 'TRB': '43', 'AST': '25', 'STL': '5', 'BLK': '6', 'TOV': '14', 'PF': '12', 'PTS': '118', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '98', 'FG%': '.469', '3P': '9', '3PA': '31', '3P%': '.290', 'FT': '9', 'FTA': '11', 'FT%': '.818', 'ORB': '17', 'DRB': '28', 'TRB': '45', 'AST': '25', 'STL': '10', 'BLK': '6', 'TOV': '8', 'PF': '21', 'PTS': '110', '+/-': nan}",2,1,0,0
SAS,MIL,2020-01-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '88', 'FG%': '.511', '3P': '19', '3PA': '35', '3P%': '.543', 'FT': '17', 'FTA': '19', 'FT%': '.895', 'ORB': '10', 'DRB': '44', 'TRB': '54', 'AST': '23', 'STL': '4', 'BLK': '2', 'TOV': '11', 'PF': '16', 'PTS': '126', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '95', 'FG%': '.400', '3P': '15', '3PA': '45', '3P%': '.333', 'FT': '13', 'FTA': '14', 'FT%': '.929', 'ORB': '10', 'DRB': '28', 'TRB': '38', 'AST': '24', 'STL': '5', 'BLK': '5', 'TOV': '8', 'PF': '15', 'PTS': '104', '+/-': nan}",3,0,0,0
SAC,GSW,2020-01-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '81', 'FG%': '.481', '3P': '15', '3PA': '30', '3P%': '.500', 'FT': '18', 'FTA': '23', 'FT%': '.783', 'ORB': '6', 'DRB': '37', 'TRB': '43', 'AST': '27', 'STL': '10', 'BLK': '3', 'TOV': '22', 'PF': '23', 'PTS': '111', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '86', 'FG%': '.395', '3P': '5', '3PA': '26', '3P%': '.192', 'FT': '25', 'FTA': '32', 'FT%': '.781', 'ORB': '10', 'DRB': '34', 'TRB': '44', 'AST': '19', 'STL': '13', 'BLK': '4', 'TOV': '17', 'PF': '18', 'PTS': '98', '+/-': nan}",2,0,0,0
CLE,DET,2020-01-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '85', 'FG%': '.494', '3P': '14', '3PA': '31', '3P%': '.452', 'FT': '15', 'FTA': '16', 'FT%': '.938', 'ORB': '11', 'DRB': '35', 'TRB': '46', 'AST': '29', 'STL': '7', 'BLK': '4', 'TOV': '16', 'PF': '19', 'PTS': '113', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '91', 'FG%': '.462', '3P': '13', '3PA': '33', '3P%': '.394', 'FT': '18', 'FTA': '21', 'FT%': '.857', 'ORB': '10', 'DRB': '30', 'TRB': '40', 'AST': '26', 'STL': '8', 'BLK': '3', 'TOV': '9', 'PF': '15', 'PTS': '115', '+/-': nan}",3,0,0,0
TOR,POR,2020-01-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '96', 'FG%': '.365', '3P': '15', '3PA': '42', '3P%': '.357', 'FT': '14', 'FTA': '19', 'FT%': '.737', 'ORB': '17', 'DRB': '40', 'TRB': '57', 'AST': '21', 'STL': '5', 'BLK': '7', 'TOV': '13', 'PF': '21', 'PTS': '99', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '88', 'FG%': '.432', '3P': '13', '3PA': '35', '3P%': '.371', 'FT': '12', 'FTA': '14', 'FT%': '.857', 'ORB': '7', 'DRB': '38', 'TRB': '45', 'AST': '23', 'STL': '6', 'BLK': '11', 'TOV': '10', 'PF': '15', 'PTS': '101', '+/-': nan}",2,0,0,0
MEM,MIN,2020-01-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '89', 'FG%': '.517', '3P': '8', '3PA': '28', '3P%': '.286', 'FT': '19', 'FTA': '21', 'FT%': '.905', 'ORB': '9', 'DRB': '35', 'TRB': '44', 'AST': '22', 'STL': '12', 'BLK': '6', 'TOV': '15', 'PF': '18', 'PTS': '119', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '90', 'FG%': '.444', '3P': '15', '3PA': '47', '3P%': '.319', 'FT': '17', 'FTA': '21', 'FT%': '.810', 'ORB': '10', 'DRB': '30', 'TRB': '40', 'AST': '23', 'STL': '10', 'BLK': '1', 'TOV': '18', 'PF': '23', 'PTS': '112', '+/-': nan}",4,0,0,0
PHO,SAC,2020-01-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '77', 'FG%': '.481', '3P': '11', '3PA': '35', '3P%': '.314', 'FT': '18', 'FTA': '22', 'FT%': '.818', 'ORB': '6', 'DRB': '35', 'TRB': '41', 'AST': '24', 'STL': '4', 'BLK': '2', 'TOV': '17', 'PF': '25', 'PTS': '103', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '84', 'FG%': '.440', '3P': '15', '3PA': '36', '3P%': '.417', 'FT': '25', 'FTA': '28', 'FT%': '.893', 'ORB': '8', 'DRB': '33', 'TRB': '41', 'AST': '18', 'STL': '8', 'BLK': '1', 'TOV': '15', 'PF': '22', 'PTS': '114', '+/-': nan}",3,1,0,0
LAL,NYK,2020-01-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '82', 'FG%': '.500', '3P': '17', '3PA': '36', '3P%': '.472', 'FT': '18', 'FTA': '21', 'FT%': '.857', 'ORB': '6', 'DRB': '42', 'TRB': '48', 'AST': '27', 'STL': '11', 'BLK': '11', 'TOV': '17', 'PF': '19', 'PTS': '117', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '95', 'FG%': '.389', '3P': '4', '3PA': '20', '3P%': '.200', 'FT': '9', 'FTA': '16', 'FT%': '.563', 'ORB': '15', 'DRB': '32', 'TRB': '47', 'AST': '15', 'STL': '10', 'BLK': '3', 'TOV': '16', 'PF': '20', 'PTS': '87', '+/-': nan}",1,1,0,0
IND,MIA,2020-01-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '84', 'FG%': '.476', '3P': '9', '3PA': '27', '3P%': '.333', 'FT': '19', 'FTA': '25', 'FT%': '.760', 'ORB': '6', 'DRB': '31', 'TRB': '37', 'AST': '25', 'STL': '5', 'BLK': '3', 'TOV': '12', 'PF': '18', 'PTS': '108', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '81', 'FG%': '.531', '3P': '16', '3PA': '38', '3P%': '.421', 'FT': '20', 'FTA': '25', 'FT%': '.800', 'ORB': '3', 'DRB': '38', 'TRB': '41', 'AST': '28', 'STL': '8', 'BLK': '4', 'TOV': '11', 'PF': '22', 'PTS': '122', '+/-': nan}",1,0,0,0
BOS,SAS,2020-01-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '89', 'FG%': '.416', '3P': '13', '3PA': '38', '3P%': '.342', 'FT': '27', 'FTA': '30', 'FT%': '.900', 'ORB': '8', 'DRB': '31', 'TRB': '39', 'AST': '26', 'STL': '7', 'BLK': '2', 'TOV': '15', 'PF': '20', 'PTS': '114', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '48', 'FGA': '87', 'FG%': '.552', '3P': '9', '3PA': '29', '3P%': '.310', 'FT': '24', 'FTA': '26', 'FT%': '.923', 'ORB': '8', 'DRB': '41', 'TRB': '49', 'AST': '28', 'STL': '9', 'BLK': '6', 'TOV': '14', 'PF': '25', 'PTS': '129', '+/-': nan}",1,1,0,0
CHO,TOR,2020-01-08,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '38', 'FGA': '86', 'FG%': '.442', '3P': '15', '3PA': '37', '3P%': '.405', 'FT': '19', 'FTA': '26', 'FT%': '.731', 'ORB': '13', 'DRB': '37', 'TRB': '50', 'AST': '30', 'STL': '6', 'BLK': '6', 'TOV': '17', 'PF': '21', 'PTS': '110', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '42', 'FGA': '94', 'FG%': '.447', '3P': '14', '3PA': '36', '3P%': '.389', 'FT': '14', 'FTA': '20', 'FT%': '.700', 'ORB': '14', 'DRB': '32', 'TRB': '46', 'AST': '34', 'STL': '7', 'BLK': '5', 'TOV': '10', 'PF': '23', 'PTS': '112', '+/-': nan}",4,0,0,0
ORL,WAS,2020-01-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '87', 'FG%': '.494', '3P': '10', '3PA': '27', '3P%': '.370', 'FT': '27', 'FTA': '34', 'FT%': '.794', 'ORB': '13', 'DRB': '38', 'TRB': '51', 'AST': '24', 'STL': '18', 'BLK': '3', 'TOV': '16', 'PF': '21', 'PTS': '123', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '84', 'FG%': '.429', '3P': '6', '3PA': '23', '3P%': '.261', 'FT': '11', 'FTA': '19', 'FT%': '.579', 'ORB': '10', 'DRB': '30', 'TRB': '40', 'AST': '24', 'STL': '8', 'BLK': '5', 'TOV': '23', 'PF': '22', 'PTS': '89', '+/-': nan}",1,0,0,0
DAL,DEN,2020-01-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '77', 'FG%': '.506', '3P': '12', '3PA': '35', '3P%': '.343', 'FT': '16', 'FTA': '24', 'FT%': '.667', 'ORB': '6', 'DRB': '32', 'TRB': '38', 'AST': '27', 'STL': '8', 'BLK': '6', 'TOV': '13', 'PF': '18', 'PTS': '106', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '85', 'FG%': '.482', '3P': '9', '3PA': '24', '3P%': '.375', 'FT': '16', 'FTA': '20', 'FT%': '.800', 'ORB': '9', 'DRB': '29', 'TRB': '38', 'AST': '27', 'STL': '7', 'BLK': '5', 'TOV': '12', 'PF': '22', 'PTS': '107', '+/-': nan}",2,1,0,0
ATL,HOU,2020-01-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '106', 'FG%': '.368', '3P': '13', '3PA': '44', '3P%': '.295', 'FT': '24', 'FTA': '27', 'FT%': '.889', 'ORB': '16', 'DRB': '38', 'TRB': '54', 'AST': '20', 'STL': '6', 'BLK': '8', 'TOV': '11', 'PF': '29', 'PTS': '115', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '92', 'FG%': '.424', '3P': '13', '3PA': '45', '3P%': '.289', 'FT': '31', 'FTA': '41', 'FT%': '.756', 'ORB': '16', 'DRB': '43', 'TRB': '59', 'AST': '22', 'STL': '7', 'BLK': '7', 'TOV': '13', 'PF': '21', 'PTS': '122', '+/-': nan}",3,2,2,0
NOP,CHI,2020-01-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '87', 'FG%': '.471', '3P': '15', '3PA': '44', '3P%': '.341', 'FT': '26', 'FTA': '32', 'FT%': '.813', 'ORB': '12', 'DRB': '38', 'TRB': '50', 'AST': '31', 'STL': '7', 'BLK': '8', 'TOV': '14', 'PF': '16', 'PTS': '123', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '92', 'FG%': '.446', '3P': '14', '3PA': '35', '3P%': '.400', 'FT': '12', 'FTA': '21', 'FT%': '.571', 'ORB': '10', 'DRB': '29', 'TRB': '39', 'AST': '22', 'STL': '12', 'BLK': '2', 'TOV': '12', 'PF': '23', 'PTS': '108', '+/-': nan}",3,1,0,0
UTA,NYK,2020-01-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '49', 'FGA': '90', 'FG%': '.544', '3P': '16', '3PA': '43', '3P%': '.372', 'FT': '14', 'FTA': '23', 'FT%': '.609', 'ORB': '12', 'DRB': '38', 'TRB': '50', 'AST': '29', 'STL': '6', 'BLK': '6', 'TOV': '7', 'PF': '15', 'PTS': '128', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '97', 'FG%': '.433', '3P': '9', '3PA': '25', '3P%': '.360', 'FT': '11', 'FTA': '11', 'FT%': '1.000', 'ORB': '14', 'DRB': '27', 'TRB': '41', 'AST': '18', 'STL': '3', 'BLK': '1', 'TOV': '9', 'PF': '17', 'PTS': '104', '+/-': nan}",0,0,0,0
GSW,MIL,2020-01-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '33', 'FGA': '87', 'FG%': '.379', '3P': '15', '3PA': '38', '3P%': '.395', 'FT': '17', 'FTA': '20', 'FT%': '.850', 'ORB': '12', 'DRB': '40', 'TRB': '52', 'AST': '29', 'STL': '7', 'BLK': '4', 'TOV': '18', 'PF': '30', 'PTS': '98', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '87', 'FG%': '.402', '3P': '9', '3PA': '41', '3P%': '.220', 'FT': '28', 'FTA': '32', 'FT%': '.875', 'ORB': '5', 'DRB': '42', 'TRB': '47', 'AST': '22', 'STL': '11', 'BLK': '3', 'TOV': '9', 'PF': '19', 'PTS': '107', '+/-': nan}",2,0,0,0
PHI,BOS,2020-01-09,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '88', 'FG%': '.489', '3P': '11', '3PA': '27', '3P%': '.407', 'FT': '12', 'FTA': '17', 'FT%': '.706', 'ORB': '13', 'DRB': '35', 'TRB': '48', 'AST': '24', 'STL': '6', 'BLK': '5', 'TOV': '12', 'PF': '11', 'PTS': '109', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '88', 'FG%': '.432', '3P': '14', '3PA': '36', '3P%': '.389', 'FT': '8', 'FTA': '8', 'FT%': '1.000', 'ORB': '8', 'DRB': '30', 'TRB': '38', 'AST': '17', 'STL': '8', 'BLK': '1', 'TOV': '14', 'PF': '16', 'PTS': '98', '+/-': nan}",3,0,0,0
DET,CLE,2020-01-09,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '48', 'FGA': '98', 'FG%': '.490', '3P': '6', '3PA': '20', '3P%': '.300', 'FT': '10', 'FTA': '16', 'FT%': '.625', 'ORB': '19', 'DRB': '27', 'TRB': '46', 'AST': '20', 'STL': '8', 'BLK': '9', 'TOV': '15', 'PF': '25', 'PTS': '112', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '48', 'FGA': '91', 'FG%': '.527', '3P': '5', '3PA': '20', '3P%': '.250', 'FT': '14', 'FTA': '20', 'FT%': '.700', 'ORB': '10', 'DRB': '29', 'TRB': '39', 'AST': '24', 'STL': '9', 'BLK': '5', 'TOV': '14', 'PF': '18', 'PTS': '115', '+/-': nan}",3,1,0,0
